grand_area,OverallQual,GarageCars,total_rooms,MasVnrArea,Fireplaces,LotFrontage,ExterQual,HeatingQC,BsmtQual,KitchenQual,GarageFinish,MasVnrType,SalePrice
1219,5,1,6,0.0,1,60.0,TA,Ex,TA,TA,Unf,None,107500
2258,7,2,9,22.0,1,71.28,TA,Gd,Gd,TA,Fin,BrkFace,168500
3077,6,2,9,0.0,1,71.28,TA,Ex,Gd,TA,RFn,None,172400
2773,5,2,8,148.0,0,80.0,TA,Gd,TA,TA,RFn,BrkFace,155000
3042,8,0,10,0.0,0,50.0,TA,Fa,TA,TA,Unf,None,122000
3184,6,2,7,451.0,2,68.22,TA,TA,TA,TA,Unf,BrkFace,143000
2144,5,1,6,0.0,0,50.0,TA,Gd,TA,TA,Fin,None,112500
4888,8,3,10,246.0,0,80.0,Gd,Ex,Gd,Gd,Fin,Stone,305900
3518,8,2,5,0.0,0,57.27,Gd,TA,Gd,Gd,RFn,None,212000
3068,6,2,8,0.0,1,78.0,Gd,Gd,Gd,Gd,RFn,None,176432
4424,9,3,12,216.0,1,74.0,Gd,Ex,Ex,Ex,Fin,Stone,350000
3621,7,2,10,0.0,1,75.0,Gd,Ex,Gd,Gd,Fin,None,263000
2546,5,1,8,188.0,1,71.28,TA,TA,TA,TA,Unf,BrkFace,158000
4282,9,3,13,245.0,1,77.0,Gd,Ex,Gd,Ex,Fin,BrkFace,325000
2262,7,2,6,0.0,0,51.0,TA,Ex,TA,TA,Unf,None,132000
4534,8,3,9,42.0,1,107.0,Gd,Ex,Ex,Gd,Fin,Stone,280000
2154,6,1,8,285.0,0,21.0,TA,TA,TA,TA,Unf,BrkFace,113000
4656,8,2,11,0.0,1,102.0,Gd,Ex,Gd,Gd,RFn,None,340000
2396,5,2,6,0.0,1,56.0,TA,Gd,TA,TA,Unf,None,115000
3189,6,2,9,0.0,1,60.0,TA,Fa,Gd,TA,Unf,None,129500
3657,6,2,11,0.0,1,80.0,TA,TA,Gd,TA,Unf,None,239000
4355,9,2,8,362.0,1,68.0,Ex,Ex,Ex,Ex,RFn,BrkFace,318061
3314,6,2,8,360.0,1,80.0,TA,TA,Gd,TA,RFn,BrkFace,167900
4685,9,3,12,370.0,0,111.0,TA,Ex,Ex,Gd,RFn,Stone,342643
3265,6,2,9,0.0,0,64.0,Gd,Ex,Gd,Gd,RFn,None,207500
2724,6,2,9,0.0,0,78.0,TA,Ex,TA,TA,Unf,None,154000
2656,5,2,7,0.0,1,68.22,TA,Ex,TA,TA,Fin,None,149900
2809,5,2,5,104.0,1,57.27,TA,Ex,Gd,Gd,Fin,BrkFace,165500
2280,7,2,6,0.0,0,30.0,TA,Ex,Gd,Gd,RFn,None,151000
2832,4,2,6,0.0,0,40.0,TA,Ex,TA,TA,Unf,None,109900
2940,7,2,9,137.0,1,75.0,Gd,Ex,Gd,Gd,Unf,BrkFace,213000
3186,7,2,9,144.0,1,65.0,Gd,Ex,Gd,Gd,RFn,BrkFace,192500
3140,6,2,7,0.0,1,70.0,TA,Ex,Gd,TA,Unf,None,210000
1429,5,2,6,0.0,0,74.0,Gd,Gd,TA,Gd,Unf,None,116000
9118,10,2,14,796.0,3,250.0,Ex,Ex,Ex,Ex,Fin,Stone,160000
1875,4,2,6,108.0,0,52.0,TA,Gd,Fa,TA,Unf,BrkFace,79900
2192,6,2,5,0.0,0,59.0,TA,Gd,TA,Gd,Unf,None,105500
2828,6,1,10,0.0,0,63.0,TA,Ex,Gd,TA,Unf,None,177000
3662,6,2,9,258.0,1,65.0,TA,Ex,Gd,Gd,RFn,BrkFace,193500
3788,7,2,10,0.0,1,75.0,TA,Ex,Gd,Gd,RFn,None,274300
2615,6,2,7,0.0,1,68.22,TA,TA,TA,TA,Unf,None,162000
3406,7,2,8,0.0,0,79.0,Gd,Ex,Gd,Gd,RFn,None,230000
4546,9,3,9,350.0,1,88.0,Gd,Ex,Ex,Ex,Fin,Stone,394432
2800,6,1,9,0.0,1,51.0,TA,Ex,TA,Gd,Unf,None,137450
1912,5,1,5,0.0,0,60.0,TA,Ex,TA,TA,Unf,None,124900
3820,8,2,10,420.0,1,85.0,Gd,Ex,Ex,Gd,RFn,Stone,290000
2196,5,1,7,0.0,0,68.22,TA,TA,TA,TA,Unf,None,108000
2527,4,2,6,0.0,0,52.0,TA,TA,TA,TA,Unf,None,103000
3735,8,2,8,108.0,1,34.0,Gd,Ex,Gd,Gd,RFn,Stone,209500
4016,5,2,10,0.0,0,63.0,TA,TA,TA,TA,Unf,None,188000
4164,8,3,9,72.0,0,64.0,Gd,Ex,Gd,Gd,RFn,Stone,245350
2666,7,2,10,0.0,1,60.0,Gd,Ex,Gd,Gd,Fin,None,184000
4173,7,3,11,178.0,0,85.52,Gd,Gd,Gd,Gd,Unf,BrkFace,229000
5514,9,3,13,760.0,2,100.0,Ex,Ex,Ex,Ex,Fin,Stone,611657
4962,7,2,10,1115.0,2,95.0,TA,Ex,Gd,TA,Fin,BrkFace,244000
3432,7,2,9,432.0,1,71.28,Ex,Ex,Ex,Gd,Fin,Stone,222000
2963,6,1,7,425.0,2,80.0,TA,TA,TA,TA,RFn,BrkFace,160000
1592,5,1,8,98.0,1,60.0,TA,Ex,TA,TA,RFn,BrkFace,120000
3787,5,1,8,0.0,3,71.28,Gd,Ex,TA,TA,Fin,None,190000
4252,7,2,13,300.0,1,96.0,Gd,Ex,Gd,Gd,Fin,BrkFace,242000
2688,6,2,7,260.0,0,75.0,TA,Ex,Gd,TA,RFn,Stone,145000
2380,6,1,7,153.0,0,68.22,TA,Ex,Gd,TA,Fin,BrkFace,161750
2262,5,1,7,0.0,0,68.22,TA,Gd,TA,Gd,Unf,None,132500
4860,8,3,9,304.0,1,110.0,Gd,Ex,Ex,Gd,RFn,BrkFace,440000
2273,5,1,6,0.0,2,50.0,TA,Ex,TA,TA,RFn,None,118000
1760,6,1,5,0.0,0,50.0,TA,TA,Gd,TA,Unf,None,125000
2921,6,2,8,0.0,0,105.0,Gd,Ex,Gd,Gd,RFn,None,177500
3855,7,3,11,0.0,1,59.0,Gd,Ex,Gd,Gd,Unf,None,228000
1896,6,1,6,0.0,0,70.0,TA,Ex,TA,Gd,Unf,None,110000
2442,5,1,5,0.0,1,71.0,TA,Ex,TA,TA,Fin,None,120500
3605,6,2,8,0.0,1,73.0,TA,Fa,TA,TA,Unf,None,127500
3363,6,2,11,157.0,0,85.52,TA,Gd,TA,Gd,Fin,BrkFace,187500
2864,7,2,8,106.0,0,36.0,Gd,Ex,Gd,Gd,RFn,Stone,173000
2934,7,2,7,16.0,0,43.0,Gd,Ex,Gd,Gd,Fin,BrkFace,167240
3460,5,2,7,132.0,2,134.0,TA,TA,TA,Fa,Fin,BrkFace,149900
2502,6,2,7,80.0,0,80.0,TA,Gd,TA,TA,Unf,BrkFace,155000
2808,5,2,9,0.0,0,71.28,TA,Ex,TA,Gd,Unf,None,112000
2352,5,2,6,0.0,0,70.0,TA,TA,TA,TA,Unf,None,129900
3145,7,2,9,0.0,0,89.0,Gd,Ex,Gd,Gd,RFn,None,196500
1800,5,1,6,0.0,0,52.0,Gd,Ex,TA,Gd,Unf,None,109500
3570,6,2,7,219.0,1,85.0,Gd,Ex,Gd,Gd,RFn,BrkFace,175000
3913,7,2,9,0.0,1,78.0,Gd,Ex,Ex,Gd,Fin,None,213250
2507,6,1,9,0.0,1,60.0,TA,TA,TA,TA,Unf,None,139500
3824,8,2,12,650.0,1,93.0,Gd,Gd,Gd,Gd,Fin,BrkFace,258000
4371,7,2,9,0.0,2,100.0,Gd,TA,Gd,Ex,Fin,None,335000
2280,7,2,6,0.0,0,30.0,Gd,Ex,Gd,Gd,RFn,None,144152
2904,5,0,8,0.0,0,55.0,TA,TA,TA,TA,Unf,None,130000
2442,6,1,8,0.0,1,52.0,TA,TA,TA,TA,Unf,None,113000
2760,6,1,7,174.0,1,68.22,TA,TA,TA,TA,RFn,BrkFace,148000
2722,5,2,6,0.0,0,80.0,TA,TA,TA,TA,Unf,None,139000
2154,6,1,8,281.0,0,21.0,TA,Gd,TA,TA,Unf,BrkFace,118000
3240,7,2,10,0.0,1,59.0,Gd,Ex,Gd,Gd,Fin,None,215000
3179,6,2,10,318.0,1,93.0,TA,Ex,Gd,TA,Fin,BrkFace,186500
2460,5,2,6,0.0,0,60.0,TA,Ex,Gd,TA,Unf,None,138000
2824,6,1,7,0.0,2,90.0,TA,Ex,TA,TA,Unf,None,150000
4742,7,2,10,0.0,2,93.0,Gd,Ex,TA,Ex,Fin,None,244000
2892,6,2,9,174.0,1,78.0,TA,TA,Gd,TA,RFn,BrkFace,165000
2822,3,3,7,0.0,0,60.0,TA,TA,TA,TA,Unf,None,105000
3588,7,3,9,130.0,1,53.0,Gd,Ex,Gd,Gd,Fin,BrkFace,174000
1135,4,1,6,0.0,0,62.45,TA,Ex,TA,TA,Unf,None,84000
2498,6,2,8,328.0,1,68.22,TA,TA,TA,TA,Fin,BrkCmn,158900
2594,5,1,7,0.0,0,55.0,TA,Ex,TA,TA,Unf,None,159434
2270,6,2,6,0.0,1,62.45,TA,Ex,Gd,TA,RFn,None,156000
2852,5,1,7,0.0,1,68.22,TA,TA,TA,TA,Unf,None,144000
2197,5,1,7,0.0,0,50.0,TA,TA,TA,TA,Unf,None,127000
3421,5,2,10,67.0,1,88.0,TA,Ex,TA,TA,RFn,BrkCmn,155000
2850,6,2,7,425.0,0,62.45,TA,Ex,Ex,TA,Fin,BrkFace,165000
3398,6,2,7,0.0,2,70.0,TA,Gd,TA,TA,RFn,None,156500
3115,7,3,8,0.0,1,60.0,TA,Gd,TA,Gd,Unf,None,140000
2012,5,0,6,0.0,0,62.45,TA,TA,TA,TA,Unf,None,80000
4423,7,2,10,0.0,0,77.92,TA,Ex,Gd,TA,Fin,None,250000
2088,5,2,5,0.0,0,66.0,Fa,TA,TA,Fa,Unf,None,55993
2502,7,1,8,0.0,1,75.0,TA,Ex,TA,Fa,Unf,None,174500
2811,7,1,10,0.0,1,54.0,TA,Gd,Fa,TA,Unf,None,200100
999,3,0,6,0.0,0,56.0,Gd,Gd,TA,TA,Unf,None,52000
4228,6,2,9,312.0,1,71.28,Gd,Gd,TA,Gd,RFn,BrkFace,223000
2325,6,1,8,0.0,0,50.0,TA,Gd,Fa,TA,Unf,None,112000
2846,5,1,7,0.0,1,70.0,TA,TA,TA,TA,Unf,None,155000
2398,5,1,7,45.0,0,70.0,TA,Ex,TA,TA,RFn,BrkFace,135000
2861,6,1,7,0.0,1,65.0,TA,Gd,TA,Fa,Unf,None,140200
2397,5,1,8,0.0,0,60.0,TA,Gd,TA,TA,Unf,None,104900
2834,6,2,7,116.0,0,32.0,TA,Ex,Ex,TA,Unf,BrkFace,164000
2116,6,2,4,170.0,0,37.0,Gd,Ex,Gd,Gd,Fin,BrkFace,136500
2538,6,2,6,0.0,0,62.45,TA,TA,TA,TA,Unf,None,143250
3624,5,2,10,192.0,2,70.0,TA,TA,Gd,Fa,Unf,BrkFace,135000
3335,7,2,7,0.0,1,44.0,Gd,Gd,Gd,Gd,RFn,None,239000
1920,4,1,4,0.0,1,67.0,TA,Ex,TA,TA,Unf,None,100000
4235,9,3,14,286.0,2,85.0,Ex,Ex,Ex,Ex,Fin,Stone,345000
2132,4,1,6,0.0,1,80.0,TA,Ex,Fa,Fa,Unf,None,137500
3198,8,2,8,176.0,1,48.0,Gd,Ex,Gd,Gd,Fin,BrkFace,254000
2713,5,1,8,180.0,0,78.0,TA,TA,TA,TA,Unf,BrkFace,144000
1386,4,0,5,0.0,0,153.0,TA,Fa,TA,Fa,Unf,None,52500
1718,6,1,5,0.0,0,52.0,TA,TA,Gd,TA,Unf,None,91000
2948,6,2,8,0.0,2,75.0,TA,TA,TA,TA,Unf,None,171500
2016,6,1,5,207.0,0,60.0,TA,Ex,TA,Gd,Unf,BrkFace,120000
2380,7,2,8,0.0,0,68.22,Gd,Ex,Gd,Gd,Fin,None,162000
2814,7,2,8,96.0,1,80.0,TA,TA,TA,TA,RFn,BrkFace,197000
1932,5,1,6,0.0,0,60.0,TA,Gd,Gd,TA,Fin,None,133900
3472,7,4,10,200.0,0,78.0,TA,Ex,Gd,TA,Fin,BrkFace,206300
3486,7,2,8,196.0,1,73.0,Gd,Ex,Gd,Gd,Fin,BrkFace,203000
2434,5,1,7,0.0,0,85.0,TA,TA,TA,TA,RFn,None,140000
2356,6,2,7,0.0,0,62.45,TA,TA,Gd,TA,RFn,None,143750
2454,5,1,9,0.0,0,50.0,TA,TA,TA,Gd,Unf,None,93000
2217,6,1,6,0.0,0,62.45,TA,TA,TA,TA,RFn,None,151500
1896,5,1,6,0.0,0,76.0,TA,TA,TA,TA,Unf,None,124500
2617,6,2,8,0.0,0,81.0,TA,TA,Gd,TA,Unf,None,152000
2264,5,1,6,161.0,1,62.45,TA,TA,TA,Gd,Unf,BrkCmn,110000
4208,7,3,8,295.0,0,68.22,Gd,Ex,Gd,Gd,Unf,Stone,230000
4513,8,3,10,975.0,1,98.0,Gd,Ex,Gd,Gd,Fin,BrkFace,336000
2292,5,1,8,0.0,2,130.0,Gd,Ex,TA,TA,Unf,None,160000
3602,8,2,9,530.0,1,78.0,Gd,Ex,Gd,Gd,RFn,BrkFace,280000
3145,6,2,8,85.0,2,71.28,TA,Ex,TA,Gd,Unf,BrkFace,181900
2715,4,2,6,0.0,0,60.0,TA,Ex,Gd,Gd,Fin,None,176000
2188,4,2,6,0.0,0,68.0,TA,Ex,TA,TA,Unf,None,110000
6974,8,2,13,0.0,1,85.66,Gd,Ex,Gd,Gd,RFn,None,430000
1770,5,1,6,0.0,0,51.0,TA,TA,TA,TA,Unf,None,105000
4011,6,2,11,0.0,1,60.0,TA,Ex,TA,TA,Unf,None,133900
2570,4,2,6,0.0,0,60.0,TA,TA,Gd,Gd,Unf,None,128000
3329,8,2,10,0.0,1,80.0,Gd,Ex,Gd,Gd,Fin,None,220000
2364,6,2,6,76.0,0,30.0,Gd,Ex,Gd,Gd,RFn,Stone,173733
3254,7,2,8,166.0,1,34.0,Gd,Ex,Gd,Gd,RFn,Stone,207500
2902,5,1,6,0.0,0,68.0,TA,TA,TA,TA,Unf,None,60000
4128,7,2,9,0.0,0,78.0,Gd,Ex,Gd,Gd,Fin,None,260000
2496,4,1,6,0.0,0,62.45,TA,TA,TA,TA,Unf,None,107000
3396,7,2,9,0.0,1,72.0,TA,Ex,Gd,Gd,RFn,None,252678
2924,7,2,8,0.0,0,65.0,Gd,Ex,Gd,Gd,RFn,None,186500
3884,6,2,8,359.0,1,71.28,TA,Fa,Gd,TA,RFn,BrkFace,197900
1980,4,0,6,0.0,0,60.0,TA,Ex,Gd,TA,Unf,None,123600
3648,4,3,10,0.0,0,60.0,TA,Fa,TA,TA,Unf,None,87000
3970,7,2,9,108.0,1,43.0,Gd,Ex,Ex,Gd,Fin,Stone,240000
3011,5,2,10,0.0,1,52.0,TA,TA,TA,TA,Unf,None,162900
2980,6,2,8,0.0,0,68.22,TA,TA,Gd,TA,Unf,None,162500
1460,4,2,8,0.0,0,60.0,TA,Fa,TA,TA,Unf,None,90000
2814,6,2,8,0.0,0,68.0,TA,Ex,Gd,Gd,RFn,None,173900
4966,9,3,12,664.0,2,110.0,Gd,Ex,Ex,Ex,Fin,BrkFace,412500
3418,6,2,5,0.0,1,57.27,TA,Gd,Gd,TA,RFn,None,235000
2436,5,1,7,0.0,1,65.0,TA,TA,TA,TA,Unf,None,135000
4001,8,3,9,410.0,1,85.0,Gd,Ex,Gd,Gd,RFn,Stone,227000
3732,6,2,10,268.0,1,97.0,Gd,TA,Gd,TA,Unf,BrkFace,211000
3926,5,2,10,122.0,0,70.0,TA,Ex,TA,TA,Fin,BrkFace,145000
2545,7,2,8,0.0,0,68.22,Gd,Ex,Gd,Gd,Unf,None,165000
2751,6,2,9,0.0,1,24.0,TA,Fa,Gd,TA,Unf,None,146000
3264,6,2,8,112.0,2,141.0,TA,Fa,TA,TA,Fin,Stone,215000
4182,7,3,11,350.0,1,109.0,Gd,Ex,Ex,Gd,RFn,BrkFace,280000
2916,6,2,8,252.0,0,71.28,TA,Gd,TA,Gd,Unf,BrkFace,173000
3948,8,3,10,100.0,1,85.0,Gd,Ex,Ex,Ex,Fin,Stone,339750
2928,6,2,7,0.0,0,55.0,Gd,Ex,Gd,Gd,RFn,None,153900
2626,5,1,9,0.0,0,50.0,TA,TA,Fa,Ex,Unf,None,124000
1064,2,0,5,0.0,1,51.0,Fa,Fa,TA,Fa,Unf,None,60000
1190,5,1,5,0.0,0,70.0,TA,Gd,TA,TA,Unf,None,97000
3520,7,2,9,30.0,0,58.0,Gd,Gd,Gd,TA,Fin,BrkFace,221000
3990,8,3,9,186.0,0,92.0,Gd,Ex,Gd,Gd,RFn,Stone,235128
3426,7,2,9,123.0,1,46.0,TA,Gd,Gd,TA,Fin,BrkFace,215000
2759,5,1,7,0.0,1,60.0,TA,TA,TA,TA,Unf,None,140000
2390,5,1,7,0.0,1,68.22,TA,Ex,TA,Gd,Unf,None,154000
2981,6,1,7,0.0,0,40.0,TA,Gd,TA,Gd,Unf,None,152000
3702,5,2,8,0.0,2,68.22,TA,TA,Gd,TA,Fin,None,171000
2578,6,2,6,0.0,0,53.0,TA,TA,Gd,TA,RFn,None,140000
1546,4,1,4,0.0,0,21.0,TA,TA,Gd,TA,Unf,None,80000
4282,8,3,9,262.0,1,76.0,Gd,Ex,Ex,Ex,Fin,BrkFace,274900
1472,3,2,5,0.0,0,74.0,TA,Fa,TA,Fa,Unf,None,82000
3501,7,2,9,1600.0,1,66.0,Gd,Ex,Gd,Gd,RFn,BrkFace,239000
1716,5,0,5,0.0,0,50.0,TA,Gd,TA,TA,Unf,None,116500
1972,4,1,4,0.0,0,35.62,TA,Ex,TA,TA,Unf,None,145000
2751,6,2,9,0.0,1,24.0,TA,TA,Gd,TA,Unf,None,148500
3037,6,2,8,351.0,1,70.0,TA,TA,TA,TA,Unf,BrkFace,155000
3977,6,2,9,472.0,2,71.28,Gd,Gd,Gd,Gd,Fin,BrkCmn,277000
3192,7,3,8,0.0,0,94.0,TA,Ex,Gd,Gd,RFn,None,198900
3495,6,3,11,74.0,1,86.0,Gd,Ex,Gd,Gd,Fin,Stone,214000
4053,8,3,11,236.0,1,85.0,Gd,Ex,Gd,Gd,Fin,BrkFace,270000
2448,6,1,6,135.0,0,75.0,TA,Gd,TA,TA,Unf,BrkFace,136000
2686,5,1,7,0.0,1,68.22,TA,TA,TA,TA,RFn,None,139900
2303,7,2,6,0.0,0,24.0,Gd,Ex,Gd,Gd,RFn,None,147400
5474,8,3,10,306.0,1,98.0,Ex,Ex,Ex,Ex,RFn,BrkFace,253293
2416,5,2,6,0.0,0,60.0,Gd,TA,TA,TA,Unf,None,100000
3120,6,2,9,105.0,0,70.0,Gd,Ex,Gd,Gd,RFn,BrkFace,201000
4138,8,3,9,0.0,0,84.0,Gd,Ex,Gd,Gd,RFn,None,249700
4808,7,2,10,172.0,1,86.0,Gd,Ex,TA,Gd,Fin,BrkFace,301000
3693,7,2,9,0.0,0,129.0,Gd,Ex,Ex,Gd,Fin,None,201000
3058,6,1,8,175.0,0,80.0,TA,TA,TA,TA,RFn,BrkFace,145250
2448,5,2,5,0.0,0,60.0,TA,Ex,TA,TA,Fin,None,138000
3278,7,2,9,233.0,1,71.28,TA,TA,Gd,TA,RFn,BrkFace,197900
3273,7,2,8,0.0,0,72.0,Gd,Ex,Ex,Gd,Fin,None,250580
2290,4,1,7,0.0,0,70.0,TA,Gd,Fa,TA,Unf,None,112000
3391,6,2,9,333.0,1,71.28,TA,TA,TA,TA,RFn,BrkFace,158000
3518,7,2,8,99.0,1,88.0,Gd,Ex,Gd,Gd,RFn,BrkFace,221000
2098,6,1,7,0.0,0,60.0,TA,TA,TA,TA,Unf,None,105000
3228,6,2,7,491.0,1,80.0,TA,TA,TA,TA,Unf,BrkCmn,163000
3429,6,2,10,298.0,1,77.92,TA,TA,TA,Gd,Fin,BrkFace,195000
3187,7,2,6,0.0,2,73.0,TA,Ex,Gd,TA,Unf,None,241500
3034,8,2,8,0.0,0,75.0,Gd,Ex,Gd,Gd,RFn,None,210000
2126,6,1,6,0.0,1,60.0,TA,TA,TA,TA,Unf,None,102000
1396,5,0,5,0.0,0,50.0,TA,Ex,TA,TA,Unf,None,118000
2824,3,1,10,0.0,0,60.0,Gd,Gd,Fa,TA,Unf,None,107400
4100,8,2,9,149.0,1,71.28,Gd,Ex,Gd,Gd,RFn,BrkFace,228500
2960,7,2,8,0.0,0,65.0,Gd,Ex,Gd,Gd,RFn,None,197000
2418,5,1,6,54.0,0,72.0,Gd,Ex,TA,Gd,RFn,BrkFace,145500
3325,6,2,9,0.0,1,71.0,TA,Ex,Ex,Gd,Fin,None,215000
1734,6,1,6,604.0,0,21.0,TA,TA,TA,TA,Unf,BrkFace,89500
4179,8,3,11,350.0,1,84.0,Gd,Ex,Gd,Gd,RFn,BrkFace,250000
3347,5,2,13,0.0,0,90.0,TA,TA,TA,TA,Unf,None,106000
2907,5,2,7,180.0,0,68.22,TA,Fa,TA,TA,RFn,BrkFace,142000
2096,5,1,6,0.0,0,60.0,TA,Gd,TA,TA,Unf,None,109500
3188,7,2,8,0.0,0,83.0,TA,Gd,Ex,Gd,RFn,None,224500
2875,5,2,10,0.0,1,60.0,TA,Gd,TA,Gd,Unf,None,157500
4835,6,0,16,0.0,0,60.0,Fa,Ex,TA,Fa,RFn,None,200000
3174,6,1,9,0.0,0,75.0,TA,Gd,TA,TA,Unf,None,136900
3316,7,2,10,0.0,1,70.0,Gd,Ex,Gd,Gd,Unf,None,210000
2388,4,2,6,0.0,0,60.0,TA,TA,TA,Gd,Unf,None,120500
1592,5,0,5,0.0,0,67.0,TA,Gd,Fa,TA,Unf,None,85000
2884,6,2,8,0.0,0,83.0,TA,Ex,Gd,Gd,RFn,None,186000
5489,7,3,14,0.0,2,90.0,TA,Gd,Gd,Gd,Unf,None,320000
2498,6,2,5,0.0,0,50.0,Gd,TA,TA,TA,Unf,None,134900
3673,7,2,9,128.0,1,71.28,Gd,Ex,Gd,TA,Fin,BrkFace,277000
2684,5,1,8,224.0,2,79.0,TA,Ex,TA,Gd,Unf,Stone,146500
2083,4,1,5,0.0,0,50.0,TA,Ex,TA,TA,Unf,None,107900
1945,5,2,10,0.0,0,64.0,TA,TA,TA,TA,Unf,None,118964
3399,7,2,8,256.0,0,91.0,Gd,Ex,Gd,Ex,RFn,Stone,227680
3118,6,2,7,259.0,0,82.0,TA,TA,TA,TA,RFn,BrkFace,168500
4232,7,2,11,0.0,1,85.52,TA,TA,TA,TA,RFn,None,262500
2176,4,1,6,0.0,1,60.0,TA,Ex,TA,TA,Unf,None,119000
2584,7,2,10,0.0,1,65.0,Gd,Ex,Gd,Gd,Fin,None,179540
1734,6,1,6,510.0,0,21.0,TA,Gd,TA,Gd,Unf,BrkFace,118000
2977,7,2,11,143.0,1,102.0,TA,Gd,TA,Gd,RFn,BrkFace,170000
2892,7,2,8,38.0,1,63.0,TA,Gd,Gd,TA,Fin,BrkFace,176000
4771,9,3,12,165.0,1,108.0,Gd,Ex,Gd,Gd,Fin,BrkFace,333168
2544,5,2,5,180.0,0,60.0,TA,TA,Gd,TA,Unf,BrkFace,140000
3380,6,2,8,0.0,1,130.0,TA,TA,Gd,Gd,Unf,None,175000
3682,7,2,12,278.0,1,94.0,Gd,TA,Gd,Ex,RFn,BrkFace,260000
4164,9,3,10,340.0,1,86.0,Ex,Ex,Ex,Ex,Fin,Stone,320000
3040,7,2,9,98.6,0,65.0,Gd,Ex,Gd,Gd,RFn,None,205950
1968,6,1,5,0.0,0,50.0,Gd,Gd,TA,TA,Unf,None,119000
3319,8,2,10,110.0,0,75.0,Gd,Ex,Gd,TA,Fin,Stone,263435
2016,5,1,6,0.0,0,120.0,TA,Ex,TA,TA,RFn,None,128500
5055,7,3,9,234.0,1,90.0,Gd,Gd,Gd,Gd,RFn,BrkFace,271900
3240,7,2,9,176.0,3,85.0,TA,TA,TA,TA,Unf,BrkFace,205000
2711,5,1,10,0.0,0,96.0,TA,Gd,Gd,TA,Unf,None,138887
2700,6,1,7,0.0,1,78.0,TA,TA,TA,TA,Unf,None,97500
2574,5,2,7,0.0,0,100.0,TA,Ex,TA,Gd,Unf,None,147000
2064,6,1,6,0.0,0,62.45,Gd,Ex,TA,TA,Unf,None,120500
2206,6,2,7,0.0,0,40.0,TA,TA,Fa,TA,Unf,None,116000
3679,4,2,9,0.0,2,65.0,TA,TA,TA,Gd,Unf,None,135000
3690,7,2,8,110.0,0,67.0,Gd,Ex,Gd,Gd,RFn,BrkFace,227000
2724,6,2,8,0.0,1,24.0,TA,TA,Gd,TA,Fin,None,151000
3827,8,2,10,171.0,1,48.0,Gd,Ex,Gd,Gd,Fin,BrkFace,232000
2922,5,1,6,0.0,0,70.0,TA,TA,TA,TA,RFn,None,145000
3248,5,2,12,567.0,0,95.0,TA,Gd,TA,TA,Unf,Stone,137000
3874,5,3,10,0.0,0,82.0,TA,TA,TA,TA,Unf,None,145000
2460,5,1,7,0.0,0,60.0,TA,Ex,TA,Gd,Unf,None,125500
4006,8,3,10,178.0,1,80.0,Gd,Gd,Gd,Ex,RFn,BrkFace,275500
2596,7,2,8,0.0,0,24.0,Gd,Ex,Gd,Gd,Unf,None,155000
3350,7,2,9,206.0,1,82.0,TA,TA,Gd,TA,RFn,BrkFace,157000
5555,10,3,14,0.0,2,90.0,Gd,Ex,TA,Ex,Unf,None,475000
4858,6,3,12,0.0,1,86.0,TA,TA,Gd,TA,Unf,None,239000
2228,5,2,6,0.0,0,62.45,TA,Gd,Gd,Gd,RFn,None,144000
1238,4,1,7,0.0,0,60.0,TA,Ex,TA,Gd,Unf,None,84900
2866,5,2,7,0.0,0,112.0,TA,Ex,Gd,TA,Unf,None,145000
3784,7,1,12,0.0,2,85.66,TA,Ex,TA,TA,Unf,None,244400
5382,10,3,9,816.0,1,114.0,Ex,Ex,Ex,Ex,Fin,BrkFace,385000
1857,7,1,5,182.0,0,34.0,TA,Ex,Gd,TA,Fin,BrkFace,133000
2310,5,0,9,0.0,0,85.0,TA,TA,TA,Fa,Unf,None,115000
2485,5,1,6,0.0,1,55.0,TA,Ex,TA,TA,Unf,None,134000
2581,7,2,8,0.0,1,57.0,TA,Ex,Gd,TA,Unf,None,175000
2210,4,4,6,0.0,0,70.0,TA,TA,TA,TA,Unf,None,123000
3667,6,2,10,0.0,1,77.92,Gd,Ex,Gd,Gd,RFn,None,200000
3490,7,2,9,167.0,0,72.0,Gd,Ex,Gd,Gd,RFn,BrkFace,226000
3638,7,1,10,0.0,2,53.0,Gd,Ex,Gd,Gd,Unf,None,234000
2546,5,1,8,0.0,1,50.0,TA,Fa,Fa,TA,Unf,None,91500
1734,6,1,5,232.0,0,21.0,TA,TA,TA,TA,Unf,BrkFace,85400
2766,6,2,7,0.0,0,63.0,Gd,Ex,Gd,TA,Unf,None,142500
3027,7,2,8,24.0,0,64.0,Gd,Ex,Gd,Gd,RFn,Stone,206000
3195,7,2,10,252.0,0,65.0,Gd,Ex,Gd,Gd,RFn,BrkFace,224900
2408,6,2,8,0.0,0,67.0,TA,Gd,TA,Gd,Unf,None,110000
5709,8,3,9,296.0,1,85.0,Gd,Ex,Gd,Gd,RFn,BrkFace,284000
2984,6,2,8,0.0,1,80.0,TA,Ex,Gd,TA,RFn,None,181500
3258,8,2,8,0.0,0,41.0,Gd,Ex,Gd,Gd,Fin,None,213500
2025,7,1,7,0.0,1,57.0,TA,Ex,TA,Gd,Unf,None,139400
3189,8,2,9,456.0,0,24.0,Gd,Ex,Gd,Gd,Fin,BrkFace,172500
5576,9,3,15,424.0,1,107.0,Ex,Ex,Ex,Ex,RFn,Stone,582933
